quantity,unit,ingredient,ingredient_step,recipe_id
3/4,oz,bourbon,0,378
3/4,oz,peppermint schnapps,1,378
3/4,oz,vodka,2,378
1/2,oz,kahlúa,3,378
12,,mint sprigs,0,379
1/4,,-1/2 oz. simple syrup,1,379
2,oz,bourbon,2,379
4,,sprigs mint,0,380
1/2,tbsp,p. ppowdered sugar,1,380
1,,"glass bourbon, rye, or canadian whisky",2,380
4,oz,kentucky bourbon,0,381
1,teaspoon,simple syrup,1,381
4,,to 6 mint sprigs,2,381
6,cl,bourbon whiskey,0,382
4,,mint sprigs,1,382
1,teaspoon,powdered sugar,2,382
2,tsp,water,3,382
10,,sprigs mint,0,383
1,tsp,sugar,1,383
1,oz,spring water,2,383
3,oz,bourbon,3,383
2,oz,makers mark,0,384
1,,brown sugar cube,1,384
1,,white sugar cube,2,384
3,dash,es angostura bitters,3,384
1,dash,peychauds bitters,4,384
1,,splash soda,5,384
10,,sprigs mint,0,385
1,tsp,sugar,1,385
1,oz,spring water,2,385
3,oz,bourbon,3,385
2,oz,makers mark,0,386
1,,brown sugar cube,1,386
1,,white sugar cube,2,386
3,dash,es angostura bitters,3,386
1,dash,peychauds bitters,4,386
1,,splash soda,5,386
5,cl,cognac,0,387
2,cl,crme de menthe (white),1,387
1 1/2,oz,bourbon,0,388
1 1/2,oz,southern comfort,1,388
3/4,oz,kahlúa (or other coffee-flavored liqueur),0,389
3/4,oz,white crème de menthe,1,389
3/4,oz,white crème de cacao,2,389
4,cl,white cuban rum,0,390
3,cl,lime juice,1,390
6,,mint sprigs,2,390
2,tsp,white sugar,3,390
,,soda water,4,390
5,cl,gin,0,391
3,cl,orange juice,1,391
2,drops,absinth,2,391
2,drops,grenadine,3,391
1 1/2,oz,gin,0,392
1,oz,orange juice,1,392
1,teaspoon,bénédictine,2,392
2,,to 4 dashes grenadine,3,392
57,ml,rye whiskey [~2 oz],0,393
12.5,ml,bndictine [scant 0.5 oz],1,393
3,dash,es angostura bitters,2,393
2,oz,cognac,0,394
0.5,oz,bndictine,1,394
0.25,oz,fernet branca,2,394
1 1/2,oz,gin,0,395
3,oz,clam juice,1,395
,dash,of red pepper sauce,2,395
4.5,cl,vodka,0,396
12,cl,ginger beer,1,396
0.5,cl,"lime juice, fresh",2,396
1,,slice lime in a highball glass,3,396
1 1/2,oz,sloe gin,0,397
3/4,oz,sweet vermouth,1,397
2,dash,es angostura bitters,2,397
12,,to 14 mint leaves,0,398
1,teaspoon,simple syrup,1,398
4,oz,kentucky bourbon,2,398
2,,to 3 mint sprigs,3,398
,,* 1 strawberry,0,399
,,* 1.5 oz. anchor junipero gin,1,399
,,* 1 oz. st. germain,2,399
,,* 0.75 oz. lemon juice,3,399
,,* 0.25 oz. yellow chartreuse,4,399
1,oz,vodka,0,400
1,oz,kahlúa,1,400
1,oz,baileys irish cream,2,400
1,oz,heavy cream,3,400
,,unsweetened cocoa powder (or chocolate shavings),4,400
1/2,oz,amaretto,0,401
1/2,oz,kahlúa,1,401
1/2,oz,irish cream liqueur,2,401
1,oz,heavy cream,3,401
1,oz,gold tequila,4,401
2,oz,silver rum,0,402
1,oz,mandarine napoléon liqueur,1,402
1,oz,mandarin (or tangerine) juice,2,402
1/2,oz,lime juice,3,402
1,teaspoon,superfine sugar,4,402
1,,thinly sliced lime wheel,5,402
1 1/2,oz,gold rum,0,403
3/4,oz,apricot brandy,1,403
3/4,oz,pineapple juice,2,403
1/4,oz,lime juice,3,403
1,oz,light puerto rican rum,0,404
1,oz,gold jamaican rum,1,404
1,oz,demerara rum,2,404
0.75,oz,pimento dram,3,404
0.75,oz,lime juice,4,404
0.5,oz,grapefruit juice,5,404
0.5,oz,rock candy syrup,6,404
1,oz,goslings black seal rum,0,405
1,oz,appleton reserve rum,1,405
1,oz,el dorado 15-year-old rum,2,405
0.75,oz,lime juice,3,405
0.75,oz,grapefruit juice,4,405
0.5,oz,honey syrup,5,405
1,oz,light puerto rican rum,0,406
1,oz,dark jamaican rum,1,406
1,oz,demerara rum,2,406
1,oz,honey mix,3,406
0.75,oz,lime juice,4,406
0.75,oz,white grapefruit juice,5,406
0.75,oz,soda water,6,406
1.5,oz,dussers [pussers?] navy rum,0,407
1,oz,orange curaao,1,407
0.75,oz,lime juice,2,407
2,oz,water,3,407
2,oz,orange juice,4,407
1,dash,angostura bitters,5,407
1,oz,dark demerara rum,0,408
1,oz,gold or jamaican rum,1,408
1,oz,light rum,2,408
1/2,oz,lime juice,3,408
1/2,oz,orange juice,4,408
1/2,oz,passion fruit juice,5,408
1/2,oz,pineapple juice,6,408
1/2,oz,almond or orgeat syrup,7,408
,,mint sprig,8,408
,,lime slice,9,408
2,oz,reposado tequila,0,409
1,oz,mandarine napoléon liqueur,1,409
1 1/2,oz,lime juice,2,409
1/2,oz,orange juice,3,409
1,tablespoon,superfine sugar,4,409
,,nectarine slice,5,409
1 1/2,oz,bourbon,0,410
1/2,oz,apricot brandy,1,410
1,oz,grapefruit juice,2,410
1/2,oz,lemon juice,3,410
,dash,of angostura bitters,4,410
1,,sugar cube,0,411
,dash,of peychaud’s or angostura bitters,1,411
2,oz,bourbon,2,411
1/4,oz,herbsaint (or pernod or ricard),3,411
1/2,oz,lemon juice,4,411
,,lemon twist,5,411
1 1/2,oz,bourbon (or rye),0,412
3/4,oz,lime juice,1,412
1,teaspoon,sugar,2,412
,dash,of grenadine,3,412
,,orange twist,4,412
,,lemon twist,5,412
1 1/2,oz,gin,0,413
1/2,oz,brandy,1,413
1/2,oz,peach liqueur,2,413
,dash,of lime juice,3,413
3,,to 5 ounces chilled ginger ale,4,413
1 1/2,oz,baileys irish cream,0,414
1 1/2,oz,frangelico,1,414
2 1/2,oz,vodka,0,415
1/2,oz,frangelico,1,415
,,orange twist,2,415
1,oz,butterscotch schnapps,0,416
1,oz,jägermeister,1,416
1,oz,baileys irish cream,2,416
1/4,oz,pastis,3,416
1/2,oz,heavy cream,4,416
,,freshly grated or ground nutmeg,5,416
2,oz,aejo tequila,0,417
.75,oz,agave nectar,1,417
1,oz,heavy whipping cream,2,417
2,oz,milk,3,417
,,oaxacan chocolate powder,4,417
,,whipped cream.,5,417
,,* 1.5 oz. scarlet ibis rum,0,418
,,* 0.5 oz. cruzan black strap rum,1,418
,,* 1 oz. dolin rouge vermouth,2,418
,,* 1 tsp lazzaroni amaretto,3,418
,,* 1 dash fee brothers whiskey barrel-aged bitters,4,418
2,oz,old overholt rye whiskey,0,419
0.75,oz,dolin dry vermouth,1,419
0.75,oz,campari,2,419
1.5,oz,rye,0,420
0.75,oz,dry vermouth,1,420
0.75,oz,campari,2,420
1.5,oz,rittenhouse 100 rye,0,421
0.75,oz,campari,1,421
0.75,oz,dolin dry vermouth,2,421
,,garnish: 1 lemon twist,3,421
1 1/2,oz,gold rum,0,422
1/2,oz,cranberry juice,1,422
1,oz,lime juice,2,422
,,lime wedge,3,422
1,,-2 tsp. simple syrup,0,423
1,,-3 dashes of angostura.,1,423
2,,-4 oz. whisky,2,423
3,,-4 dashes gum syrup,0,424
2,dash,es bitters [bogarts],1,424
1,,wine-glass whiskey [2 oz],2,424
1,,piece lemon peel,3,424
2,oz,wild turkey rye whiskey,0,425
1,,demerara sugar cube,1,425
2,dash,es angostura bitters,2,425
1.5,oz,wild turkey rye,0,426
1,oz,lillet blanc,1,426
0.5,oz,lairds bonded apple brandy,2,426
0.25,oz,green chartreuse,3,426
3,dash,es abbotts or angostura bitters,4,426
1,,sugar cube,0,427
3,dash,es angostura bitters,1,427
3,oz,bourbon or straight rye whiskey,2,427
1,tsp,sugar,0,428
2,dash,es angostura bitters,1,428
2,,orange slices,2,428
2,,maraschino cherries,3,428
,,water or soda water,4,428
2,oz,bourbon,5,428
1,,lump sugar,0,429
2,dash,es angostura bitters,1,429
1,,glass rye or canadian club whisky [2 oz],2,429
1.5,,parts prohibition whiskey,0,430
0.25,,parts rich simple syrup,1,430
,,orange wedge,0,431
,,superfine sugar,1,431
3,oz,orange-flavored vodka,2,431
1/4,oz,lillet blanc drop of orange flower water,3,431
,,orange peel spiral,4,431
,,lemon wedge,0,432
,,sugar,1,432
2,oz,gin,2,432
1,oz,crème de noyaux,3,432
1/2,oz,tuaca,4,432
1/2,oz,parfait amour,5,432
1,oz,lemon juice,6,432
1 1/2,oz,gin,0,433
1,oz,alizé de france passion fruit liqueur,1,433
1/4,oz,limoncello,2,433
,,lemon twist,3,433
1 1/2,oz,citron vodka,0,434
1 1/2,oz,cointreau,1,434
1,oz,lime juice,2,434
1,,to 2 dashes cranberry juice,3,434
,,lemon twist,4,434
1 1/2,oz,gin,0,435
1/2,oz,dry vermouth,1,435
1/2,oz,sweet vermouth,2,435
1,teaspoon,white crème de menthe,3,435
,dash,of angostura bitters,4,435
1,oz,london dry gin,0,436
1,oz,grapefruit juice,1,436
0.5,oz,st. germain elderflower liqueur,2,436
0.5,oz,lemon juice,3,436
1,oz,mezcal,0,437
1,oz,bourbon,1,437
,dash,of angostura bitters,2,437
,dash,of simple syrup,3,437
3,oz,blanco rum,0,438
1/2,oz,maraschino liqueur,1,438
1 1/2,oz,grapefruit juice,2,438
3/4,oz,lime juice,3,438
,,lime wedge,4,438
1 1/2,oz,citron vodka,0,439
4,oz,passion fruit nectar,1,439
1,oz,lime juice,2,439
1 1/2,cups,"seeded, peeled, cubed papaya",3,439
8,,mint leaves,4,439
,,lime wheel,5,439
,,papaya slice,6,439
,,mint sprig,7,439
,,makes 4 servings,0,440
2,cups,cubed ripe papaya,1,440
6,oz,sweet-and-sour,2,440
6,oz,silver tequila,3,440
2,oz,damiana liqueur,4,440
4,,lime wedges,5,440
20,ml,bourbon,0,441
20,ml,amaro nonino quintessentia,1,441
20,ml,aperol,2,441
20,ml,lemon juice,3,441
3.5,cl,gin,0,442
2,cl,apricot brandy,1,442
1.5,cl,orange juice,2,442
1,oz,gin,0,443
1,oz,crème de cassis,1,443
1,oz,noilly prat dry vermouth,2,443
1/4,oz,alizé de france passion fruit liqueur,0,444
2,oz,bombay sapphire gin,1,444
,,lemon peel spiral,2,444
2,oz,ginger-infused vodka (see page 70),0,445
1/2,oz,chilled premium sake,1,445
,,orange twist or thin slice of candied ginger,2,445
1 1/2,oz,vodka,0,446
3/4,oz,melon liqueur,1,446
1,oz,pineapple juice,2,446
,,lime wedge,0,447
,,superfine sugar,1,447
1 1/2,oz,cachaça or light rum,2,447
2,oz,grapefruit juice,3,447
1,oz,keke beach lime liqueur,4,447
1/2,oz,lemon juice,5,447
1,tablespoon,pomegranate syrup (real grenadine),6,447
,,lime twist,7,447
2,oz,light rum,0,448
1,oz,lime juice,1,448
1,tablespoon,sugar,2,448
3,,to 4 ounces chilled club soda,3,448
,,lime slice,4,448
,,maraschino cherry,5,448
2,oz,gin,0,449
3/4,oz,orange curaao,1,449
1/2,oz,lime juice,2,449
1,dash,angostura bitters,3,449
1,dash,regan's orange bitters,4,449
2/3,,gin,0,450
1/3,,curacao,1,450
1,tsp,lime juice,2,450
1,dash,angostura bitters,3,450
1,dash,orange bitters,4,450
1.5,oz,gin,0,451
.5,oz,cointreau,1,451
.75,oz,lime juice,2,451
2,dash,es angostura bitters,3,451
2,oz,blended scotch shiskey,0,452
0.75,oz,lemon juice,1,452
0.375,oz,honey syrup [3:1 honey:hot water],2,452
0.375,oz,sweetened ginger juice [4:3 ginger juice:granulated cane sugar],3,452
1 1/2,oz,white crème de cacao,0,453
1,oz,peppermint schnapps,1,453
1,oz,heavy cream,2,453
1/2,oz,water,0,454
1/2,teaspoon,sugar,1,454
2,dash,es angostura bitters,2,454
2,oz,pernod,3,454
3,oz,pimm’s no. 1,0,455
3,,to 4 ounces chilled club soda,1,455
,,cucumber spear,2,455
,,lemon slice,3,455
2,oz,pimms no. 1 cup,0,456
0.75,oz,lemon juice,1,456
0.5,oz,simple syrup,2,456
3,,cucumber slices,3,456
,,muddle cucumber and simple syrup,4,456
,,add pimms and lemon juice,5,456
2,oz,pimms no. 1 cup,0,457
6,oz,english-style lemonade,1,457
,,english-style lemonade,2,457
1,oz,strained lemon juice,3,457
0.5,,-1 oz. simple syrup,4,457
4,oz,club soda,5,457
3,cl,white rum,0,458
9,cl,pineapple juice,1,458
3,cl,coconut milk,2,458
2,oz,"plantation ""stiggin's fancy"" pineapple rum",0,459
1,oz,lime juice,1,459
0.75,oz,cane sugar syrup,2,459
1.5,oz,"plantation ""stiggin's fancy"" pineapple rum",0,460
0.75,oz,100 proof rhum agricole (preferably neisson),1,460
0.75,oz,lime juice,2,460
0.5,oz,simple syrup,3,460
1 1/2,oz,light rum,0,461
2,oz,grapefruit juice,1,461
1,oz,lime juice,2,461
1,teaspoon,sugar,3,461
,dash,of grenadine,4,461
1,oz,blended whiskey,0,462
1/2,oz,crème de noyaux,1,462
1/2,oz,amaretto,2,462
1/2,oz,kirsch,3,462
1/2,oz,lemon juice,4,462
,,lemon slice,5,462
1,oz,vodka,0,463
1,oz,peach schnapps,1,463
2,oz,cranberry juice,2,463
2,oz,orange juice,3,463
,,lime wedge,4,463
1 1/2,oz,vodka,0,464
1/2,oz,triple sec,1,464
1,oz,cranberry juice,2,464
1/2,oz,lemon juice,3,464
1/2,oz,lime juice,4,464
4,,to 5 ounces chilled 7-up,5,464
,,lemon wedge,6,464
2,oz,good-quality gin,0,465
1/2,oz,guava nectar,1,465
1/2,oz,orange juice,2,465
,,orange twist,3,465
1 1/2,oz,gin,0,466
3/4,oz,mandarine napoléon (or other orange liqueur),1,466
1 1/2,oz,pink (or regular) grapefruit juice,2,466
,,lemon twist,3,466
1,oz,white crème de cacao,0,467
1,oz,crème de noyaux (or amaretto),1,467
1,oz,heavy cream,2,467
4.5,cl,pisco,0,468
3,cl,lemon juice,1,468
2,cl,sugar syrup,2,468
1,,raw egg white (small egg),3,468
,,"although many frozen and blended versions exist, the piña colada is traditionally shaken.",0,469
2,oz,puerto rican light rum,1,469
6,oz,pineapple juice,2,469
2,oz,coconut cream,3,469
,,pineapple spear,4,469
,,maraschino cherry,5,469
2,oz,silver rum,0,470
1,oz,aliz de france passion fruit liqueur,1,470
,cup,diced pineapple,2,470
1,oz,coconut cream,3,470
1,oz,mango juice or nectar,4,470
,oz,lime juice,5,470
1,,pineapple slice,6,470
1,,mango slice,7,470
,,shaved coconut,8,470
2,oz,dark rum,0,471
,dash,of cointreau,1,471
1 1/2,oz,orange juice,2,471
1 1/2,oz,pineapple juice,3,471
1/2,oz,lime juice,4,471
1/2,oz,simple syrup,5,471
,dash,of grenadine,6,471
,,orange slice,7,471
,,maraschino cherry,8,471
,,,9,471
4.5,cl,dark rum,10,471
3.5,cl,orange juice,11,471
3.5,cl,pineapple juice,12,471
2,cl,lemon juice,13,471
1,cl,grenadine,14,471
1,cl,sugar syrup,15,471
3,,to 4 dashes angostura bitters,16,471
4.5,cl,dark rum,0,472
3.5,cl,orange juice,1,472
3.5,cl,pineapple juice,2,472
2,cl,lemon juice,3,472
1,cl,grenadine,4,472
1,cl,sugar syrup,5,472
3,,to 4 dashes angostura bitters,6,472
1 1/2,oz,blended whiskey,0,473
1/2,oz,pear brandy,1,473
2 1/2,oz,grapefruit juice,2,473
3,,to 4 ounces chilled club soda,3,473
1.5,cl,brandy,0,474
4.5,cl,red port,1,474
1,cl,egg yolk,2,474
,,pousse-café #1,0,475
1/4,oz,grenadine,1,475
1/4,oz,yellow chartreuse,2,475
1/4,oz,crème de cassis,3,475
1/4,oz,white crème de menthe,4,475
1/4,oz,green chartreuse,5,475
1/4,oz,brandy,6,475
,,lemon twist,0,476
2,oz,canadian blended whisky,1,476
1/2,oz,bénédictine,2,476
1/2,oz,sweet vermouth,3,476
2,dash,es angostura bitters,4,476
1 1/2,oz,light rum,0,477
1/2,oz,dry vermouth,1,477
1/2,oz,sweet vermouth,2,477
1/4,oz,triple sec,3,477
,,orange twist,4,477
,,lime wedge,0,478
,,sugar and salt,1,478
1 1/2,oz,silver tequila,2,478
1,oz,tuaca,3,478
1,oz,prickly pear juice,4,478
1,oz,lime juice,5,478
,,lime peel spiral,6,478
1 1/2,oz,scotch,0,479
1/2,oz,lillet blanc,1,479
1/4,oz,drambuie,2,479
,,orange slice,3,479
2,oz,vodka,0,480
3,oz,grapefruit juice,1,480
3,oz,chilled purple grape juice,2,480
1 1/2,oz,bénédictine,0,481
3/4,oz,dry vermouth,1,481
3/4,oz,lemon juice,2,481
,,lemon twist,3,481
1,oz,lime juice,0,482
0.5,oz,demerara sugar syrup,1,482
4,,-6 mint leaves,2,482
3,oz,demerara rum,3,482
,,swizzle in double old-fashioned glass partly filled with crushed ice,4,482
,,garnish with mint sprig and spent lime shell,5,482
3,oz,demerara rum,0,483
0.75,oz,"lime juice, plus the spent lime half",1,483
0.5,oz,rich demerara syrup [2:1],2,483
3,dash,es angostura bitters,3,483
1,,bunch spearmint,4,483
,,add bitters,5,483
,,garnish with large bouquet of spearmint,6,483
2,oz,beefeater gin,0,484
0.75,oz,heavy cream,1,484
0.75,oz,simple syrup [1:1],2,484
0.5,oz,lime juice,3,484
0.5,oz,lemon juice,4,484
5,drops,marivani orange rlower water,5,484
1,,egg white,6,484
,,juice of 1/2 lemon,0,485
1/2,tbsp,p. powdered sugar,1,485
1,,egg white,2,485
2,oz,dry gin,3,485
1/2,tsp,fleur dorange,4,485
1,tbsp,p. sweet cream,5,485
1,tbsp,p. powdered sugar,0,486
3,,-4 drops orange flower water,1,486
,,juice of 1/2 lime,2,486
,,juice of 1/2 lemon,3,486
1,,jigger old tom gin,4,486
1,,egg white,5,486
1/2,,glass crushed ice,6,486
2,tbsp,p. rich milk or cream,7,486
1,oz,of seltzer (for pungency),8,486
4.5,cl,gin,0,487
1.5,cl,lime juice,1,487
1.5,cl,lemon juice,2,487
3,cl,sugar syrup,3,487
6,cl,cream,4,487
1,,egg white,5,487
3,dash,es orange flower water,6,487
2,drops,vanilla extract,7,487
,,soda water,8,487
1,tbsp,p. powdered sugar,0,488
3,,-4 drops orange flower water,1,488
,,juice of 1/2 lime,2,488
,,juice of 1/2 lemon,3,488
1,,jigger old tom gin,4,488
1,,egg white,5,488
1/2,,glass crushed ice,6,488
2,tbsp,p. rich milk or cream,7,488
1,oz,of seltzer (for pungency),8,488
,,longdrink,0,489
4.5,cl,gin,1,489
1.5,cl,lime juice,2,489
1.5,cl,lemon juice,3,489
3,cl,sugar syrup,4,489
6,cl,cream,5,489
1,,egg white,6,489
3,dash,es orange flower water,7,489
2,drops,vanilla extract,8,489
,,soda water,9,489
,,juice of 1/2 lemon,0,490
1/2,tbsp,p. powdered sugar,1,490
1,,egg white,2,490
2,oz,dry gin,3,490
1/2,tsp,fleur dorange,4,490
1,tbsp,p. sweet cream,5,490
2,oz,beefeater gin,0,491
0.75,oz,heavy cream,1,491
0.75,oz,simple syrup [1:1],2,491
0.5,oz,lime juice,3,491
0.5,oz,lemon juice,4,491
5,drops,marivani orange rlower water,5,491
1,,egg white,6,491
1/4,cup,raspberries,0,492
6,,mint leaves,1,492
2,oz,vodka,2,492
1,oz,crème de framboise,3,492
2,oz,rye,0,493
3/4,oz,lemon juice,1,493
1/2,oz,simple syrup,2,493
1/2,oz,egg white,3,493
3,drops,absinthe,0,494
1.5,oz,whiskey,1,494
.75,oz,lemon juice,2,494
.5,oz,simple syrup,3,494
1,,egg white,4,494
50,ml,[1.7 oz] rye,0,495
20,ml,[.68 oz] lemon,1,495
20,ml,[.68 oz] simple,2,495
1,,egg white,3,495
2,oz,rittenhouse bonded rye whiskey,0,496
1,oz,lemon juice,1,496
.75,oz,simple syrup,2,496
1,,egg white,3,496
4,,glasses rye whisky [2 oz. rye],0,497
2,,egg whites [1/2 oz. egg white],1,497
1,,glass sweetened lemon juice [1/2 oz. sweetened lemon juice],2,497
,,a few dashes absinthe,3,497
2,oz,rye whiskey,0,498
1,oz,lemon juice,1,498
1/2,oz,grade b maple syrup,2,498
2,dash,es peychaud's bitters,3,498
1/2,oz,egg whites,4,498
,,garnish with lemon twist,5,498
2,oz,rye whiskey,0,499
0.75,oz,sweet vermouth,1,499
0.5,oz,cherry heering,2,499
1,,barspoon absinthe,3,499
1 1/2,oz,gin,0,500
1/2,oz,kirsch,1,500
1/2,oz,campari,2,500
,,lemon twist,3,500
2,oz,bulleit bourbon,0,501
0.5,oz,tia maria coffee liqueur,1,501
2,dash,es orange bitters,2,501
2,,parts scotch,0,502
1,,part vermouth,1,502
1,dash,angostura,2,502
1.5,oz,scotch whiskey,0,503
1.5,oz,italian vermouth,1,503
2,dash,es bitters,2,503
,,garnish with lemon or orange peel,3,503
2.5,oz,famous grouse blended scotch whisky,0,504
0.75,,dolin sweet vermouth,1,504
2,dash,es angostura orange bitters,2,504
2.5,oz,scotch,0,505
1,oz,sweet vermouth,1,505
2,dash,es angostura bitters,2,505
2,oz,scotch,0,506
1,oz,sweet vermouth,1,506
2,oz,compass box asyla scotch,0,507
0.75,oz,carpano antica formula vermouth,1,507
2,dash,es angostura bitters,2,507
2,cl,kirsch,0,508
4,cl,dry vermouth,1,508
3,dash,es strawberry syrup,2,508
2 1/2,oz,good-quality gin,0,509
,dash,of cointreau,1,509
,dash,of rose water,2,509
2,,or 3 rose petals,3,509
1,oz,tequila,0,510
1/2,oz,campari,1,510
1/2,oz,dry vermouth,2,510
1/2,oz,sweet vermouth,3,510
,,lemon twist,4,510
2,oz,mount gay eclipse,0,511
1,oz,lime juice,1,511
0.5,oz,cointreau,2,511
0.5,oz,falernum,3,511
1,tablespoon,99 bananas liqueur (or crème de banane),0,512
2,oz,vanilla-infused rum (see page 247),1,512
,,half a vanilla bean,2,512
1,,part grenadine,0,513
2,,parts lemon juice,1,513
4,,parts gin,2,513
4,,parts apple brandy,3,513
1/2,,egg white,4,513
1,oz,gin,0,514
0.75,oz,applejack,1,514
0.75,oz,lime juice,2,514
0.75,oz,grenadine,3,514
1 1/2,oz,vodka,0,515
1/2,oz,cranberry juice,1,515
1/2,oz,blue curaçao,2,515
,,lemon twist,3,515
2,oz,gold tequila,0,516
1 1/2,oz,cranberry juice,1,516
1,oz,triple sec or cointreau,2,516
1/2,oz,lime juice,3,516
1 1/2,oz,light rum,0,517
1/2,oz,cointreau,1,517
1/2,oz,lime juice,2,517
1/2,oz,simple syrup,3,517
,,mint sprig,4,517
2,oz,light rum,0,518
3,oz,cranberry juice,1,518
1,oz,pineapple juice,2,518
2 1/2,oz,light rum,0,519
6,oz,chilled ginger ale,1,519
,,lemon twist,2,519
2 1/2,oz,dark rum,0,520
6,oz,chilled ginger ale,1,520
,,lemon twist,2,520
2,oz,el dorado 12 year old rum,0,521
1,oz,sweet vermouth,1,521
1,dash,regans orange bitters,2,521
1,dash,angostura bitters,3,521
2,oz,dark rum,0,522
1/2,oz,cointreau,1,522
1/2,oz,ruby port,2,522
,,freshly grated or ground nutmeg,3,522
2,oz,dark rum,0,523
1/2,oz,lemon juice,1,523
1/2,oz,triple sec,2,523
5,,to 6 ounces chilled ginger ale,3,523
,,lemon wheel,4,523
2,oz,dark rum,0,524
3,,to 4 ounces chilled tonic water,1,524
,,lime wedge,2,524
1,oz,vodka,0,525
1/4,oz,brown crème de cacao,1,525
1 1/2,oz,heavy cream,2,525
1,teaspoon,sugar,3,525
3/4,oz,frangelico,0,526
3/4,oz,irish cream liqueur,1,526
3/4,oz,vodka,2,526
2.5,cl,vodka,0,527
2.5,cl,"lemon juice, fresh",1,527
1.5,cl,crme de cassis,2,527
1,cl,sugar syrup,3,527
4.5,cl,scotch whisky,0,528
2.5,cl,drambuie,1,528
1 1/2,oz,scotch,0,529
1,oz,drambuie,1,529
,,lemon twist,2,529
,,,3,529
4.5,cl,scotch whisky,4,529
2.5,cl,drambuie,5,529
2,oz,vodka,0,530
1/2,oz,dry sake,1,530
1,teaspoon,plum wine,2,530
,,lemon wedge,0,531
,,kosher salt,1,531
2,oz,silver tequila,2,531
5,,to 6 ounces grapefruit juice,3,531
2,oz,sloe gin,0,532
1,oz,dry vermouth,1,532
1,oz,sweet vermouth,2,532
,dash,of peychaud’s bitters,3,532
,,maraschino cherry,4,532
0.5,oz,lemon juice,0,533
0.5,oz,passion fruit syrup,1,533
0.25,oz,falernum,2,533
0.25,oz,orgeat,3,533
1.25,oz,gin,4,533
8,oz,crushed ice,5,533
2,oz,rittenhouse bonded rye whiskey,0,534
3,dash,es peychauds bitters,1,534
2,dash,es angostura bitters,2,534
1,,demerara sugar cube,3,534
1,tsp,sugar syrup,0,535
3,dash,es peychaud bitters,1,535
2,,to 2.5 oz. whisky,2,535
1,oz,vs cognac,0,536
1,oz,rye whiskey,1,536
0.5,oz,simple syrup,2,536
2,dash,es peychauds bitters,3,536
2,dash,es angostura bitters,4,536
3,oz,straight rye whiskey,0,537
0.75,oz,simple syrup,1,537
5,cl,cognac,0,538
1,cl,absinthe,1,538
1,,sugar cube,2,538
2,dash,es peychauds bitters,3,538
1,,lump sugar,0,539
1,dash,angostura or peychauds bitters,1,539
2,oz,glass rye or canadian whisky,2,539
,,"this new orleans classic is as charming as a soft southern drawl. as cocktail legend has it, it was the first drink to be concocted and specifically called a cocktail. around the 1830s, a frenchman named peychaud was behind the counter of his pharmacie in new orleans, serving up this elixir in a cocquetier, or egg cup. when mis- pronounced, according to the tale, cocquetier resulted in the term “cocktail.” he came up with this drink, originally made with cognac and his peychaud’s bitters, as a vehicle for his soothing digestive creation. by the 1850s, the cocktail had become enormously popular, and it had been given the name “sazerac” after an imported french cognac, sazerac de forge et fils, that was used to make it. by 1870, the ingredients had changed, as drinking establishments opted for the cheaper american rye whiskey to replace cognac and absinthe was introduced into the equation. once absinthe became illegal, pernod replaced it.",0,540
,,lemon twist,1,540
,,,2,540
,,• 1 small barspoonful gum syrup,3,540
,,• 3 drops selner bitters,4,540
,,• 1 jigger sazerac brandy,5,540
1/2,tsp,sugar,0,541
2,oz,whiskey,1,541
2,dash,es peychauds bitters,2,541
1,,small barspoonful gum syrup,0,542
3,drops,selner bitters,1,542
1,,jigger sazerac brandy,2,542
2,oz,southern comfort,0,543
2,oz,cranberry juice,1,543
1/2,oz,lime juice,2,543
1/2,oz,lemon juice,3,543
1,teaspoon,sugar,4,543
2,oz,bourbon or straight rye whiskey,0,544
1,oz,dry vermouth,1,544
0.5,oz,lemon jjuice,2,544
0.25,oz,grenadine,3,544
,,orange bitters to taste,4,544
1.5,oz,rye whiskey,0,545
1.0,oz,dry vermouth,1,545
0.75,oz,lemon juice,2,545
0.75,oz,grenadine,3,545
2,oz,light or gold rum,0,546
1/2,oz,brandy,1,546
1/2,oz,dry vermouth,2,546
1 1/2,oz,orange juice,3,546
1 1/2,oz,lemon juice,4,546
1/2,oz,orgeat syrup,5,546
,,pineapple spear,6,546
,,maraschino cherry,7,546
,,"edible flower (such as orange blossom, gardenia, or nasturtium)",8,546
2,oz,scotch,0,547
,,lemon twist,1,547
2,oz,scotch,0,548
1/2,oz,port,1,548
1/2,oz,drambuie,2,548
,,freshly grated or ground nutmeg,3,548
2,oz,scotch,0,549
,,lemon peel,1,549
3/4,oz,kahlúa,0,550
3/4,oz,irish cream liqueur,1,550
3/4,oz,amaretto,2,550
3/4,oz,vodka,3,550
5,cl,vodka,0,551
10,cl,orange juice,1,551
1 1/2,oz,vodka,0,552
3,oz,grapefruit juice,1,552
2,oz,cranberry juice,2,552
,,lime wedge,3,552
4,cl,vodka,0,553
12,cl,cranberry juice,1,553
3,cl,grapefruit juice,2,553
2 1/2,oz,seagram’s 7 crown whiskey,0,554
3,,to 4 ounces chilled 7-up,1,554
,,lemon twist,2,554
1 1/2,oz,gin,0,555
1/2,oz,sherry,1,555
1/2,oz,orange juice,2,555
1/2,oz,lemon juice,3,555
2,tsp,sugar,4,555
4,cl,vodka,0,556
2,cl,peach schnapps,1,556
4,cl,cranberry juice,2,556
