quantity,unit,ingredient,ingredient_step,recipe_id
22.5,ml,applejack or calvados,1,255
22.5,ml,triple sec,2,255
22.5,ml,lemon juice,3,255
22.5,ml,applejack,0,257
22.5,ml,cognac,1,257
22.5,ml,lemon juice,2,257
30.0,ml,cointreau,3,257
60.0,ml,single-malt scotch,0,258
30.0,ml,canton ginger liqueur,1,258
,None,lemon twist,2,258
30.0,ml,gin,0,259
30.0,ml,cognac,1,259
15.0,ml,dry vermouth,2,259
15.0,ml,sweet vermouth,3,259
2.0,dash,angostura bitters,4,259
45.0,ml,blended whiskey,0,262
15.0,ml,southern comfort,1,262
15.0,ml,lime juice,2,262
1.0,tsp,sugar,3,262
,None,orange slice,4,262
,None,peach slice,5,262
45.0,ml,blended whiskey,0,263
15.0,ml,sweet vermouth,1,263
15.0,ml,cointreau,2,263
15.0,ml,lime juice,3,263
,None,mint sprig,4,263
60.0,ml,gin,5,263
2.0,drop,peach bitters,6,263
2.0,None,mint leafs,7,263
45.0,ml,gin,0,264
15.0,ml,cherry brandy,1,264
90.0,ml,orange juice,2,264
150.0,ml,chilled ginger beer,3,264
,None,orange slice,4,264
60.0,ml,rye whiskey,0,265
15.0,ml,apple brandy,1,265
15.0,ml,green chartreuse,2,265
30.0,ml,gin,0,267
30.0,ml,galliano,1,267
30.0,ml,lime juice,2,267
150.0,ml,chilled club soda,3,267
,None,mint sprig,4,267
30.0,ml,amaretto,0,270
15.0,ml,orange curaçao,1,270
15.0,ml,vanilla-flavored vodka,2,270
60.0,ml,orange juice,3,270
60.0,ml,heavy cream,4,270
60.0,ml,"rye, bourbon, or blended canadian whisky",0,271
22.5,ml,dry vermouth,1,271
3.0,dash,angostura bitters,2,271
,None,lemon twist,3,271
30.0,ml,pernod,0,275
30.0,ml,dry vermouth,1,275
30.0,ml,sweet vermouth,2,275
45.0,ml,earl grey tea-infused tanqueray gin,0,276
30.0,ml,simple syrup,1,276
22.5,ml,lemon juice,2,276
1.0,None,egg white,3,276
,None,sugar,4,276
1.0,None,egg,0,279
1.0,tsp,sugar,1,279
60.0,ml,liquor,2,279
240.0,ml,milk,3,279
2.0,None,large eggs,0,280
90.0,ml,sugar,1,280
60.0,ml,brandy,2,280
60.0,ml,spiced rum,3,280
180.0,ml,whole milk,4,280
120.0,ml,heavy cream,5,280
0.5,tsp,grated nutmeg,6,280
,None,garnish with grated nutmeg,7,280
1.0,tbsp,sugar,0,281
1.0,tbsp,water,1,281
1.0,None,egg,2,281
60.0,ml,cognac brandy,3,281
30.0,ml,santa cruz rum,4,281
90.0,ml,milk,5,281
0.5,None,lime,0,282
45.0,ml,tequila,1,282
15.0,ml,crème de cassis,2,282
120.0,ml,chilled ginger ale,3,282
45.0,ml,vodka,0,284
15.0,ml,blue curaçao,1,284
60.0,ml,sweet-and-sour,2,284
120.0,ml,chilled 7-up,3,284
,None,lemon wedge,4,284
60.0,ml,irish whiskey,0,287
7.5,ml,green chartreuse,1,287
7.5,ml,green crème de menthe,2,287
,None,green cocktail olive,3,287
45.0,ml,vodka,0,291
15.0,ml,tuaca,1,291
15.0,ml,white crème de cacao,2,291
90.0,ml,sparkling tangerine or orange beverage,3,291
,None,orange slice,4,291
,None,mint sprig,5,291
22.5,ml,rye whiskey,0,292
22.5,ml,lemon juice,1,292
22.5,ml,maraschino liqueur,2,292
22.5,ml,green chartreuse,3,292
60.0,ml,canadian blended whisky,0,293
15.0,ml,cointreau,1,293
15.0,ml,dubonnet rouge,2,293
,None,lemon twist,3,293
45.0,ml,gin,0,294
15.0,ml,apricot brandy,1,294
15.0,ml,lime juice,2,294
7.5,ml,grenadine,3,294
52.5,ml,scotch,0,295
45.0,ml,apple cider,1,295
15.0,ml,averna amaro,2,295
22.5,ml,lemon juice,3,295
1.0,tsp,demerara syrup,4,295
0.5,tsp,st. elizabeth allspice dram,5,295
2.0,dash,angostura bitters,6,295
22.5,ml,gin,0,296
7.5,ml,kirsch,1,296
7.5,ml,triple sec,2,296
45.0,ml,orange juice,3,296
22.5,ml,lemon juice,4,296
,None,orange twist,5,296
45.0,ml,gold rum,0,297
7.5,ml,triple sec,1,297
7.5,ml,maraschino liqueur,2,297
22.5,ml,orange juice,3,297
60.0,ml,gin,0,299
15.0,ml,lime juice,1,299
150.0,ml,chilled ginger ale or ginger beer,2,299
,None,lime wedge,3,299
45.0,ml,silver tequila,0,301
150.0,ml,orange juice,1,301
15.0,ml,galliano,2,301
30.0,ml,gin,0,302
22.5,ml,lemon juice,1,302
2.0,dash,sugar,2,302
60.0,ml,champagne,3,302
35.0,ml,cognac,0,303
35.0,ml,disaronno,1,303
45.0,ml,bourbon,0,305
45.0,ml,brandy,1,305
15.0,ml,grand marnier,2,305
22.5,ml,lemon juice,3,305
45.0,ml,tequila,0,307
22.5,ml,blue curaçao,1,307
15.0,ml,crème de cacao,2,307
7.5,ml,crème de menthe,3,307
60.0,ml,heavy cream,4,307
60.0,ml,white rum,0,308
22.5,ml,lime juice,1,308
15.0,ml,simple syrup,2,308
,dash,maraschino liqueur,3,308
60.0,ml,gold tequila,0,310
7.5,ml,triple sec,1,310
0.25,cup,pineapple chunks,2,310
15.0,ml,lime juice,3,310
6.0,None,small mint leaves,0,311
90.0,ml,kentucky bourbon,1,311
22.5,ml,lemon juice,2,311
30.0,ml,simple syrup,3,311
,None,mint sprig,4,311
1.0,cup,"seeded, cubed watermelon",0,313
45.0,ml,white rum,1,313
22.5,ml,lime juice,2,313
0.25,cup,lime sorbet,3,313
,None,lime wheel,4,313
,None,sugar,0,314
1.0,tbsp,water,1,314
12.0,None,mint sprigs,2,314
60.0,ml,cognac,3,314
60.0,ml,peach brandy,4,314
75.0,ml,gin,0,315
15.0,ml,preserved lime juice,1,315
75.0,ml,gin or vodka,0,318
22.5,ml,lime juice cordial,1,318
60.0,ml,gin,0,319
30.0,ml,lime,1,319
22.5,ml,simple,2,319
60.0,ml,plymouth gin,0,320
22.5,ml,lime cordial,1,320
22.5,ml,lime juice,2,320
60.0,ml,gin,0,322
30.0,ml,roses lime juice,1,322
,None,lime wedge,2,322
10.0,None,mint leaves,0,323
7.5,ml,lime juice,1,323
22.5,ml,lemon juice,2,323
1.0,tsp,sugar,3,323
60.0,ml,gin,4,323
,None,mint sprig,5,323
60.0,ml,gin,0,325
15.0,ml,cointreau,1,325
22.5,ml,lemon juice,2,325
150.0,ml,chilled club soda,3,325
,None,lemon wedge,4,325
60.0,ml,gin,0,326
15.0,ml,orange juice,1,326
22.5,ml,lemon juice,2,326
2.0,dash,grenadine,3,326
35.0,ml,scotch,0,330
35.0,ml,disaronno,1,330
35.0,ml,vodka,0,331
35.0,ml,disaronno,1,331
67.5,ml,bourbon,0,332
15.0,ml,amaretto,1,332
2.0,dash,angostura bitters,2,332
30.0,ml,scotch,0,334
30.0,ml,amaretto,1,334
60.0,ml,scotch,2,334
30.0,ml,amaretto,3,334
45.0,ml,gin,0,335
15.0,ml,citron vodka,1,335
30.0,ml,cointreau,2,335
7.5,ml,brandy,3,335
4.0,None,thin slices of ginger,4,335
,None,candied ginger slice,5,335
60.0,ml,siete leguas reposado tequila,0,336
22.5,ml,lime juice,1,336
15.0,ml,vanilla syrup,2,336
7.5,ml,passion fruit syrup,3,336
7.5,ml,campari,4,336
15.0,ml,soda water,5,336
45.0,ml,white crème de cacao,0,337
22.5,ml,galliano,1,337
45.0,ml,heavy cream,2,337
20.0,ml,galliano,0,339
20.0,ml,triple sec,1,339
20.0,ml,orange juice,2,339
10.0,ml,cream,3,339
60.0,ml,rhum barbancourt,0,341
45.0,ml,lillet,1,341
15.0,ml,limoncello liqueur,2,341
,None,lemon twist,3,341
45.0,ml,vodka,0,342
30.0,ml,pineapple juice,1,342
22.5,ml,galliano,2,342
22.5,ml,dark rum,0,343
22.5,ml,bourbon,1,343
22.5,ml,coffee liqueur,2,343
45.0,ml,gin,0,346
30.0,ml,cointreau,1,346
30.0,ml,pineapple juice,2,346
0.5,tsp,grenadine,3,346
45.0,ml,silver rum,0,348
22.5,ml,green chartreuse,1,348
22.5,ml,lime juice,2,348
1.0,tbsp,sugar,3,348
90.0,ml,chilled club soda,4,348
,None,lime wedge,5,348
50.0,ml,cognac,0,349
20.0,ml,crme de menthe,1,349
60.0,ml,russell's reserve rye,0,351
15.0,ml,yellow chartreuse,1,351
15.0,ml,bianco vermouth,2,351
1.0,dash,angostura bitters,3,351
1.0,dash,orange bitters,4,351
60.0,ml,rittenhouse bonded rye whiskey,0,352
30.0,ml,punt e mes,1,352
1.0,tsp,yellow chartreuse,2,352
1.0,dash,angostura bitters,3,352
60.0,ml,rhum barbancourt,0,353
60.0,ml,guava nectar,1,353
22.5,ml,lime juice,2,353
1.0,tsp,sugar,3,353
,None,lime peel spiral,4,353
60.0,ml,peach schnapps,0,355
30.0,ml,vodka,1,355
120.0,ml,orange juice,2,355
,None,orange slice,3,355
,None,peach slice,4,355
60.0,ml,cognac,0,357
30.0,ml,sweet vermouth,1,357
2.0,dash,angostura,2,357
45.0,ml,wild turkey rye,0,359
30.0,ml,lillet blanc,1,359
15.0,ml,lairds bonded apple brandy,2,359
7.5,ml,green chartreuse,3,359
3.0,dash,abbotts or angostura bitters,4,359
45.0,ml,vodka,0,360
150.0,ml,orange juice,1,360
15.0,ml,galliano,2,360
45.0,ml,vodka,3,360
15.0,ml,galliano,4,360
90.0,ml,"orange juice""",5,360
45.0,ml,gold rum,0,362
22.5,ml,cointreau,1,362
22.5,ml,lemon juice,2,362
30.0,ml,dark rum,0,363
15.0,ml,peach schnapps,1,363
150.0,ml,pineapple juice,2,363
7.5,ml,grenadine,3,363
60.0,ml,gin,0,365
15.0,ml,orange curaçao,1,365
7.5,ml,lime juice,2,365
7.5,ml,orange juice,3,365
,None,lemon twist,4,365
45.0,ml,myers’s dark rum,0,366
30.0,ml,light rum,1,366
30.0,ml,frangelico,2,366
15.0,ml,kahlúa,3,366
90.0,ml,pineapple juice,4,366
30.0,ml,lime juice,5,366
1.0,tbsp,simple syrup,6,366
,None,lime wedge,7,366
22.5,ml,cognac,0,367
22.5,ml,cointreau,1,367
22.5,ml,lemon juice,2,367
22.5,ml,lillet blanc,3,367
40.0,ml,brandy,0,369
120.0,ml,ginger ale,1,369
1.0,None,small pat of soft butter,0,370
1.0,tsp,sugar,1,370
,None,vanilla extract,2,370
60.0,ml,dark rum,3,370
,None,hot water,4,370
30.0,ml,cognac,0,371
15.0,ml,dark rum,1,371
2.0,tsp,sugar,2,371
180.0,ml,hot milk,3,371
1.0,tbsp,sugar,0,372
2.0,tbsp,water,1,372
60.0,ml,cognac,2,372
30.0,ml,santa cruz rum,3,372
,None,lemon wedge,0,373
,None,kosher salt,1,373
45.0,ml,tequila,2,373
22.5,ml,peppermint schnapps,3,373
22.5,ml,grapefruit juice,4,373
1.0,tsp,sugar,5,373
30.0,ml,sugar,0,374
90.0,ml,selected liquor,1,374
3.0,None,cloves,2,374
1.0,dash,ground cinnamon,3,374
15.0,ml,"brandy, rum, or both",0,375
1.0,tsp,honey,1,375
22.5,ml,lemon juice,2,375
1.0,tsp,sugar,0,376
30.0,ml,water,1,376
60.0,ml,whiskey,2,376
3.0,None,whole cloves,0,377
1.0,None,cinnamon stick,1,377
1.0,tsp,honey,2,377
150.0,ml,boiling water,3,377
60.0,ml,"bourbon, scotch, rye, brandy, or dark rum",4,377
1.0,None,glass spirit,0,378
1.0,None,sugar,1,378
1.0,tsp,sugar,0,379
120.0,ml,water,1,379
60.0,ml,spirits,2,379
60.0,ml,bacardi 8 rum,0,381
30.0,ml,pineapple juice,1,381
15.0,ml,lime juice,2,381
15.0,ml,simple syrup,3,381
7.5,ml,rothman & winter orchard apricot,4,381
45.0,ml,aged rum,0,382
22.5,ml,lime juice,1,382
22.5,ml,pineapple syrup,2,382
15.0,ml,apricot brandy,3,382
1.0,drop,angostura bitters,4,382
45.0,ml,dark rum,0,383
30.0,ml,light rum,1,383
15.0,ml,passion fruit juice,2,383
45.0,ml,orange juice,3,383
30.0,ml,lime juice,4,383
30.0,ml,pineapple juice,5,383
,dash,angostura bitters,6,383
,None,lime wedge,7,383
,None,pineapple wedge,8,383
45.0,ml,malibu rum,0,384
22.5,ml,lemon juice,1,384
30.0,ml,cointreau,2,384
45.0,ml,cranberry juice,3,384
15.0,ml,lime juice,4,384
,None,lemon twist,5,384
45.0,ml,irish whiskey,0,385
1.0,tsp,sugar,1,385
120.0,ml,cold coffee,2,385
60.0,ml,heavy cream,3,385
60.0,ml,gin,0,386
22.5,ml,lemon juice,1,386
30.0,ml,lime juice,2,386
90.0,ml,chilled club soda,3,386
,None,lemon twist,4,386
60.0,ml,rittenhouse bonded rye whiskey,0,387
7.5,ml,luxardo maraschino liqueur,1,387
7.5,ml,simple syrup,2,387
2.0,dash,angostura bitters,3,387
1.0,dash,absinthe,4,387
67.5,ml,rye whiskey,0,388
15.0,ml,maraschino liqueur,1,388
1.0,dash,absinthe,2,388
3.0,dash,peychauds bitters,3,388
30.0,ml,fernet branca,0,390
30.0,ml,green chartreuse,1,390
30.0,ml,lime juice,2,390
30.0,ml,simple syrup,3,390
25.0,ml,gin,0,391
50.0,ml,aperol,1,391
22.5,ml,lemon juice,2,391
2.0,dash,angostura bitters,3,391
60.0,ml,aperol,0,392
30.0,ml,beefeater gin,1,392
22.5,ml,lemon juice,2,392
1.0,dash,angostura bitters,3,392
30.0,ml,irish whiskey,0,394
2.0,tsp,sugar,1,394
120.0,ml,strong black coffee,2,394
45.0,ml,irish whiskey,0,396
15.0,ml,light rum,1,396
15.0,ml,sloe gin,2,396
22.5,ml,lemon juice,3,396
1.0,tsp,sugar,4,396
,None,peach slice,5,396
,None,orange slice,6,396
3.0,None,raspberries,7,396
,None,maraschino cherry,8,396
45.0,ml,applejack,0,398
2.0,dash,grenadine,1,398
22.5,ml,lemon juice,2,398
60.0,ml,lairds bonded apple brandy,0,400
22.5,ml,lemon juice,1,400
22.5,ml,grenadine,2,400
45.0,ml,light rum,0,402
0.5,tsp,cointreau,1,402
0.5,tsp,green crème de menthe,2,402
22.5,ml,lime juice,3,402
1.0,tsp,sugar,4,402
,None,thinly cut lime slice,5,402
45.0,ml,applejack,0,403
22.5,ml,grenadine,1,403
22.5,ml,lemon juice,2,403
15.0,ml,pineapple juice,3,403
1.0,dash,angostura bitters,4,403
45.0,ml,gin,0,404
15.0,ml,dry red wine,1,404
15.0,ml,dark rum,2,404
15.0,ml,orange juice,3,404
60.0,ml,dark jamaican rum,0,405
15.0,ml,tia maria,1,405
60.0,ml,hine vsop cognac,0,407
15.0,ml,kassatly chtaura orgeat,1,407
2.0,dash,angostura bitters,2,407
75.0,ml,cognac,0,408
15.0,ml,orgeat,1,408
3.0,dash,angostura,2,408
60.0,ml,blended whiskey,0,409
15.0,ml,ruby port,1,409
22.5,ml,lemon juice,2,409
1.0,tsp,sugar,3,409
150.0,ml,chilled club soda,4,409
,None,pineapple wedge,5,409
,None,orange slice,6,409
45.0,ml,gin,0,411
2.0,tsp,sweet vermouth,1,411
7.5,ml,black sambuca,2,411
45.0,ml,gin,0,412
15.0,ml,green chartreuse,1,412
15.0,ml,yellow chartreuse,2,412
60.0,ml,gin,0,413
7.5,ml,crème de noyaux,1,413
7.5,ml,white crème de cacao,2,413
22.5,ml,lemon juice,3,413
,dash,orange bitters,4,413
45.0,ml,gin,0,414
22.5,ml,lemon juice,1,414
15.0,ml,sugar,2,414
60.0,ml,soda water,3,414
22.5,ml,campari,0,415
15.0,ml,lime juice,1,415
15.0,ml,sugar,2,415
120.0,ml,unsweetened pineapple juice,3,415
45.0,ml,dark jamaican rum,4,415
45.0,ml,cruzan black strap rum,0,416
45.0,ml,pineapple juice,1,416
22.5,ml,campari,2,416
15.0,ml,lime juice,3,416
15.0,ml,simple syrup,4,416
30.0,ml,gin,0,417
15.0,ml,orange juice,1,417
15.0,ml,cranberry juice,2,417
,dash,grenadine,3,417
120.0,ml,chilled champagne,4,417
45.0,ml,gin,0,418
15.0,ml,dry vermouth,1,418
7.5,ml,parfait amour,2,418
7.5,ml,orange juice,3,418
30.0,ml,vodka,0,419
30.0,ml,triple sec,1,419
30.0,ml,lime juice,2,419
75.0,ml,bourbon,0,421
15.0,ml,bénédictine,1,421
,None,lemon twist,2,421
45.0,ml,bourbon,0,426
7.5,ml,southern comfort,1,426
7.5,ml,white crème de menthe,2,426
,None,lime wedge,0,427
,None,sugar,1,427
45.0,ml,gin,2,427
30.0,ml,tuaca,3,427
30.0,ml,key lime or other lime juice,4,427
1.0,tsp,sugar,5,427
,None,thinly sliced lime wheel,6,427
,ml,smith & cross rum,0,428
,ml,campari,1,428
,ml,carpano antica sweet vermouth,2,428
90.0,ml,dry white wine,0,429
10.0,ml,crme de cassis,1,429
45.0,ml,gin,0,432
15.0,ml,dry vermouth,1,432
15.0,ml,melon liqueur,2,432
22.5,ml,lemon juice,3,432
60.0,ml,gin,0,433
,dash,cherry brandy,1,433
,dash,grenadine,2,433
22.5,ml,lemon juice,3,433
2.0,None,mint sprigs,4,433
30.0,ml,gold tequila,0,434
15.0,ml,cointreau,1,434
15.0,ml,pineapple juice,2,434
15.0,ml,orange juice,3,434
2.0,dash,grenadine,4,434
60.0,ml,silver tequila,0,435
7.5,ml,pineapple juice,1,435
3.0,dash,angostura bitters,2,435
120.0,ml,chilled club soda,3,435
,None,lemon wedge,4,435
45.0,ml,light rum,0,436
22.5,ml,sweet vermouth,1,436
7.5,ml,crème de cacao,2,436
30.0,ml,lime juice,3,436
,dash,grenadine,4,436
60.0,ml,light rum,0,437
7.5,ml,maraschino liqueur,1,437
45.0,ml,lime juice,2,437
1.0,tsp,sugar,3,437
30.0,ml,gin,0,438
30.0,ml,campari,1,438
,ml,lime juice,2,438
,dash,simple syrup,3,438
,None,lime twist,4,438
30.0,ml,dry gin,0,439
15.0,ml,green chatreuse,1,439
15.0,ml,luxardo maraschino,2,439
15.0,ml,lime juice,3,439
60.0,ml,zacapa 23-year rum,0,440
1.0,None,sugar,1,440
3.0,dash,house peychauds bitters,2,440
1.0,dash,angostura bitters,3,440
1.0,dash,bittermens xocolatl mole bitters,4,440
1.0,dash,absinthe,5,440
1.0,None,lemon twist,6,440
,None,rinse glass with absinthe,7,440
,None,gin and sin 2 ounces gin,0,441
,ml,orange juice,1,441
22.5,ml,lemon juice,2,441
2.0,dash,grenadine,3,441
25.0,ml,vodka citron,0,442
20.0,ml,triple sec,1,442
22.5,ml,lemon juice,2,442
22.5,ml,lemon juice,0,443
30.0,ml,grand marnier,1,443
22.5,ml,lemon juice,2,443
15.0,ml,orange juice,3,443
,None,lemon twist,4,443
75.0,ml,elijah craig 12,0,444
15.0,ml,allspice dram,1,444
22.5,ml,lime juice,2,444
15.0,ml,simple syrup 1:1,3,444
2.0,dash,angostura bitters,4,444
15.0,ml,dark rum,0,445
15.0,ml,root beer schnapps,1,445
15.0,ml,jägermeister,2,445
15.0,ml,rumple minze,3,445
15.0,ml,dark rum,0,446
15.0,ml,rumple minze,1,446
15.0,ml,jägermeister,2,446
60.0,ml,pierre ferrand ambre cognac,0,448
7.5,ml,mathilde poire pear liqueur,1,448
7.5,ml,benedictine,2,448
22.5,ml,lemon juice,3,448
7.5,ml,sugar,4,448
1.0,dash,peychauds bitters,5,448
60.0,ml,reposado tequila,0,449
45.0,ml,orange juice,1,449
15.0,ml,maraschino liqueur,2,449
7.5,ml,frangelico,3,449
,None,orange slice,4,449
22.5,ml,green chartreuse,0,450
22.5,ml,cointreau,1,450
22.5,ml,kirsch,2,450
0.25,tsp,maraschino liqueur,3,450
45.0,ml,amaretto,0,451
45.0,ml,white crème de menthe,1,451
2.0,dash,angostura bitters,2,451
,None,lemon wedge,3,451
22.5,ml,white rum,0,452
22.5,ml,gin,1,452
22.5,ml,vodka,2,452
22.5,ml,tequila,3,452
22.5,ml,cointreau or triple sec,4,452
30.0,ml,lime juice,5,452
22.5,ml,orange juice,6,452
90.0,ml,chilled cola,7,452
,None,lemon wedge,8,452
15.0,ml,tequila,0,453
15.0,ml,vodka,1,453
15.0,ml,white rum,2,453
15.0,ml,triple sec,3,453
15.0,ml,gin,4,453
22.5,ml,lemon juice,5,453
30.0,ml,gomme syrup,6,453
1.0,dash,cola,7,453
30.0,ml,bourbon,0,454
30.0,ml,light rum,1,454
15.0,ml,white crème de cacao,2,454
7.5,ml,crème de menthe,3,454
22.5,ml,lemon juice,0,455
22.5,ml,chambord,1,455
22.5,ml,cranberry juice,2,455
30.0,ml,gin,0,456
15.0,ml,campari,1,456
15.0,ml,dry vermouth,2,456
15.0,ml,cointreau,3,456
45.0,ml,vanilla-infused tequila,0,457
22.5,ml,citrónge  2 ounces tangerine juice,1,457
30.0,ml,sweet-and-sour,2,457
4.0,None,mint leaves,3,457
,None,tangerine wheel,4,457
,None,mint sprig,5,457
60.0,ml,17-year j. wray nephew jamaican rum,0,458
30.0,ml,lime juice,1,458
15.0,ml,french garnier orgeat,2,458
15.0,ml,holland dekuyper orange curaao,3,458
7.5,ml,rock candy syrup,4,458
,None,shake on ice and strain,5,458
,None,garnish with mint sprig,6,458
40.0,ml,white rum,0,460
20.0,ml,dark rum,1,460
15.0,ml,orange curaao,2,460
15.0,ml,orgeat syrup,3,460
10.0,ml,"lime juice""",4,460
60.0,ml,premium aged rum,0,461
22.5,ml,lime juice,1,461
15.0,ml,orange curaao,2,461
7.5,ml,rock candy syrup,3,461
7.5,ml,orgeat almond syrup,4,461
45.0,ml,myers’s dark or other dark jamaican rum,0,462
30.0,ml,martinique rhum vieux or other aged rum,1,462
15.0,ml,orange curaçao,2,462
7.5,ml,simple syrup,3,462
15.0,ml,orgeat or almond-flavored syrup,4,462
37.5,ml,lime juice,5,462
15.0,ml,orange juice,6,462
1.0,None,orange blossom,7,462
1.0,None,orange peel spiral,8,462
60.0,ml,flor de cana gold rum,0,463
22.5,ml,lime juice,1,463
22.5,ml,turbinado syrup,2,463
7.5,ml,cointreau,3,463
7.5,ml,orgeat,4,463
15.0,ml,ron zacapa 23,5,463
,None,shake on ice and strain,6,463
,None,float 0.5 oz. aged rum,7,463
,None,garnish with lime wedge and mint sprig,8,463
60.0,ml,blended scotch,0,465
15.0,ml,lime juice,1,465
150.0,ml,chilled ginger ale,2,465
,None,lemon wedge,3,465
60.0,ml,white rum,0,466
30.0,ml,mandarine napoléon liqueur,1,466
30.0,ml,monin passion fruit syrup,2,466
120.0,ml,pineapple juice,3,466
,None,pineapple wedge,4,466
,None,tangerine slice,5,466
7.5,ml,mandarine napoléon,0,467
,dash,cointreau,1,467
45.0,ml,gin,2,467
15.0,ml,vodka,3,467
,None,mandarin or orange peel spiral,4,467
2.0,dash,curacao or maraschino,0,469
30.0,ml,rye whiskey,1,469
60.0,ml,vermouth,2,469
3.0,dash,angostura bitters,3,469
2.0,None,lumps of ice,4,469
,None,shake on ice and strain into claret glass,5,469
,None,lemon wedge,6,469
75.0,ml,rittenhouse rye bib,0,470
30.0,ml,dolin rouge,1,470
2.0,dash,angostura bitters,2,470
,None,garnish with montmorency cherries,3,470
50.0,ml,rye whiskey,0,472
20.0,ml,red vermouth,1,472
1.0,dash,angostura bitters,2,472
45.0,ml,haymans old tom gin,0,476
45.0,ml,dolin sweet vermouth,1,476
7.5,ml,luxardo maraschino liqueur,2,476
2.0,dash,bokers bitters,3,476
60.0,ml,sweet vermouth,0,477
30.0,ml,old tom gin,1,477
1.0,tsp,maraschino liqueur,2,477
1.0,dash,bokers bitters,3,477
60.0,ml,gin,0,478
30.0,ml,sweet vermouth,1,478
7.5,ml,maraschino liqueur,2,478
60.0,ml,gin,0,479
30.0,ml,sweet vermouth,1,479
2.0,dash,angostura,2,479
60.0,ml,old tom gin,0,480
15.0,ml,sweet vermouth,1,480
7.5,ml,maraschino liqueur,2,480
,dash,orange bitters,3,480
180.0,ml,gin,0,481
180.0,ml,french vermouth,1,481
1.0,tbsp,curacao or maraschino,2,481
1.25,tsp,orange bitters,3,481
75.0,ml,vodka,0,484
4.0,dash,dry vermouth,1,484
60.0,ml,white rum,0,486
10.0,ml,maraschino,1,486
60.0,ml,pineapple juice,2,486
10.0,ml,"grenadine syrup""",3,486
60.0,ml,light rum,0,487
30.0,ml,pineapple juice,1,487
7.5,ml,maraschino liqueur,2,487
1.0,dash,grenadine,3,487
60.0,ml,white rum,0,488
30.0,ml,pineapple,1,488
7.5,ml,grenadine,2,488
7.5,ml,maraschino,3,488
45.0,ml,gold tequila,0,489
90.0,ml,pineapple juice,1,489
15.0,ml,lime juice,2,489
45.0,ml,sloe gin,0,490
22.5,ml,triple sec,1,490
2.0,dash,orange bitters,2,490
45.0,ml,melon liqueur,0,491
30.0,ml,brandy,1,491
30.0,ml,heavy cream,2,491
30.0,ml,vodka,0,492
30.0,ml,midori or other melon liqueur,1,492
120.0,ml,orange juice,2,492
,None,orange slice,3,492
,None,watermelon wedge,4,492
60.0,ml,plymouth gin,0,494
30.0,ml,watermelon juice,1,494
22.5,ml,lemon juice,2,494
15.0,ml,aperol,3,494
15.0,ml,simple syrup,4,494
45.0,ml,cherry brandy,0,495
45.0,ml,maraschino liqueur,1,495
,None,maraschino cherry,2,495
60.0,ml,black currant vodka,0,496
22.5,ml,cointreau,1,496
22.5,ml,cranberry juice,2,496
22.5,ml,lime juice,3,496
30.0,ml,gold tequila,0,498
90.0,ml,cranberry juice,1,498
15.0,ml,orange juice,2,498
7.5,ml,lime juice,3,498
,None,orange slice,4,498
60.0,ml,gold tequila,0,499
30.0,ml,lime juice,1,499
1.0,tsp,simple syrup,2,499
120.0,ml,chilled ginger ale,3,499
60.0,ml,tequila,0,500
15.0,ml,lime juice,1,500
90.0,ml,chilled cola,2,500
,None,lime wedge,3,500
60.0,ml,mezcal,0,501
30.0,ml,lime juice,1,501
1.0,tsp,simple syrup,2,501
120.0,ml,chilled ginger beer,3,501
45.0,ml,gin,0,505
45.0,ml,galliano,1,505
22.5,ml,lemon juice,2,505
75.0,ml,champagne,0,506
75.0,ml,"orange juice, fresh",1,506
45.0,ml,kahlúa,0,507
45.0,ml,vodka,1,507
90.0,ml,chilled club soda,2,507
22.5,ml,bourbon,0,508
22.5,ml,peppermint schnapps,1,508
22.5,ml,vodka,2,508
15.0,ml,kahlúa,3,508
12.0,None,mint sprigs,0,510
,ml,simple syrup,1,510
60.0,ml,bourbon,2,510
4.0,None,sprigs mint,0,511
0.5,tbsp,sugar,1,511
1.0,None,"glass bourbon, rye, or canadian whisky",2,511
120.0,ml,kentucky bourbon,0,512
1.0,tsp,simple syrup,1,512
6.0,None,mint sprigs,2,512
60.0,ml,bourbon whiskey,0,513
4.0,None,mint sprigs,1,513
1.0,tsp,sugar,2,513
2.0,tsp,water,3,513
10.0,None,sprigs mint,0,514
1.0,tsp,sugar,1,514
30.0,ml,spring water,2,514
90.0,ml,bourbon,3,514
60.0,ml,makers mark,0,515
1.0,None,sugar,1,515
1.0,None,sugar,2,515
3.0,dash,angostura bitters,3,515
1.0,dash,peychauds bitters,4,515
1.0,None,splash soda,5,515
10.0,None,sprigs mint,0,516
1.0,tsp,sugar,1,516
30.0,ml,spring water,2,516
90.0,ml,bourbon,3,516
60.0,ml,makers mark,0,517
1.0,None,sugar,1,517
1.0,None,sugar,2,517
3.0,dash,angostura bitters,3,517
1.0,dash,peychauds bitters,4,517
1.0,None,splash soda,5,517
50.0,ml,cognac,0,518
20.0,ml,crme de menthe,1,518
45.0,ml,bourbon,0,519
45.0,ml,southern comfort,1,519
22.5,ml,kahlúa,0,520
22.5,ml,white crème de menthe,1,520
22.5,ml,white crème de cacao,2,520
40.0,ml,white cuban rum,0,521
30.0,ml,lime juice,1,521
6.0,None,mint sprigs,2,521
2.0,tsp,sugar,3,521
,None,soda water,4,521
50.0,ml,gin,0,522
30.0,ml,orange juice,1,522
